ID;IdCliente;FechaRecepcion;IdTipoEquipo;RAM;PlacaMadre;MarcaModelo;Microprocesador;Almacenamiento;UnidadOptica;Alimentacion;Adicionales;NumSerie;IdTipoServicio;Descripcion;CostoRepuestos;CostoTerceros;CostoCG;CostoTotal;FechaDevolucion;Ganancia;Estado
101;63;21/1/2022 00:00:00;1;4Gb DDR3;Gigabyte F2A68HM-H;Kelyx;AMD A6-7480 Radeon R5 3.5Ghz;SSD Kingston SA400S37 240Gb;No tiene;Kelyx genérica 500W;-;-;3;Se realizó la instalación de los siguientes softwares: Autocad 2021, Archicad 24, Sketchup 2021, Office 2016, WinRar x64. También se realizó la activación de Windows 10 y de Office.;0.0000;0.0000;2500.0000;2500.0000;25/1/2022 00:00:00;2500.0000;True;
102;33;24/1/2022 00:00:00;1;-;-;Genérico;-;-;-;-;-;-;3;Se realizó una reparación de inicio en SO Windows 10. Se realizó una limpieza interna, incluyendo cambio de pasta térmica de microprocesador y placa de video.;0.0000;0.0000;1000.0000;1000.0000;24/1/2022 00:00:00;1000.0000;True;
103;27;25/1/2022 00:00:00;9;-;-;Apple Iphone X;-;-;-;-;Funda celeste;-;3;Se realizó un cambio de módulo.;18750.0000;0.0000;3000.0000;21750.0000;26/1/2022 00:00:00;3000.0000;True;
104;5;28/1/2022 00:00:00;9;-;-;Samsung Galaxy A20;-;-;-;-;-;-;3;Se realizó un cambio de módulo completo con marco.;11200.0000;0.0000;800.0000;12000.0000;31/1/2022 00:00:00;800.0000;True;
105;20;25/1/2022 00:00:00;5;-;-;Gadnic y BGH;-;-;-;-;-;-;3;Las tablets se utilizaron hasta agotar la batería, por lo que se tuvo que realizar una carga directa sobre cada batería para que recuperen el voltaje de 3,7v. Luego se realizó una carga completa de cada una.;0.0000;0.0000;1000.0000;1000.0000;30/1/2022 00:00:00;1000.0000;True;
106;64;4/2/2022 00:00:00;1;-;-;Gabinete;-;-;-;-;-;-;3;Equipo con disco HDD 1Tb con falla (ruido interno). Se quitó el disco que falla, se realizó una limpieza interna y cambio de pasta térmica, se agregó un disco SSD 240Gb Panther. Se instaló Windows 10 pro x64 y programas básicos.;4100.0000;0.0000;2000.0000;6100.0000;8/2/2022 00:00:00;2000.0000;True;
107;65;11/2/2022 00:00:00;3;6Gb DDR3;Asus;Asus X455L;Intel core i5-4210 2.4Ghz;HDD 1Tb / SSD 240Gb;No tiene;Batería C21N1401;Cargador y funda;E1N0WU161925033;3;Se realizó una limpieza interna y cambio de pasta térmica. Se quitó la lectograbadora de CD/DVD y se agregó un caddy SATA con un disco SSD 240Gb Mushkin. Se cambió la batería por una nueva (alternativa). Se instaló Windows 10 Home x64 y programas básicos.;11400.0000;0.0000;3000.0000;14400.0000;17/2/2022 00:00:00;3000.0000;True;
108;66;5/2/2022 00:00:00;11;-;-;EzViz;-;-;-;-;-;-;2;Se realizó la instalación de 2 cámaras EzViz CV310 1080p con jaula protectora y 2 cámaras EzViz C6N PTZ 1080p sin Micro SD. Se instaló también un NVR EzViz con un HDD 2Tb WD purple.;45720.0000;6000.0000;6000.0000;57720.0000;5/2/2022 00:00:00;6000.0000;True;
109;67;3/3/2022 00:00:00;1;8Gb DDR3 933Mhz (1 x 8Gb);Asus M5A97 R2.0;Sentey GS-6008;AMD FX-6300 3.50Ghz;SSD Kingston 120Gb Sata + HDD Seagate 466Gb Sata;Lectograbadora CD/DVD;Fuente Sentey BXP65-OR 650W;Video NVidia GeForce GTX 750 Ti 2Gb GDDR5;-;3;Se realizó una limpieza interna y externa, cambio de pasta térmica. Se soldaron los cables de los botones de power y reset y la luz de HDD.;0.0000;0.0000;3500.0000;3500.0000;4/3/2022 00:00:00;3500.0000;True;
110;68;4/3/2022 00:00:00;3;8Gb DDR3;HP;HP Pavilion x360;Intel i3-8145U 2.10Ghz;SSD M.2 WD Green 480Gb;No tiene;Batería;Cargador;8CG9312SRD;3;Se instaló un disco SSD M.2 WD Green 480Gb. Se realizó un formateo con backup y limpieza interna y externa. Se instaló SO Windows 10 Home x64, programas básicos y algunos programas no básicos.;7990.0000;0.0000;3000.0000;10990.0000;7/3/2022 00:00:00;3000.0000;True;
111;51;14/3/2022 00:00:00;3;8Gb DDR3;Asus;Asus Vivobook 15 X510UQ;Intel core i7-7500U 2.7Ghz;SSD Apacer 480Gb;No tiene;Batería;Cargador;H8N0CX04V001329;3;Se instaló un disco SSD Apacer 480Gb nuevo. Se realizó un formateo con backup y se instaló Windows 10 home x64 y programas básicos.;7000.0000;0.0000;3000.0000;10000.0000;14/3/2022 00:00:00;3000.0000;True;
112;26;22/4/2021 00:00:00;1;-;-;Varios;-;-;-;-;-;-;3;Se realizó una limpieza de suciedad interna y externa y cambio de pasta térmica de 4 gabinetes y 1 notebook.;0.0000;0.0000;7500.0000;7500.0000;22/4/2021 00:00:00;7500.0000;True;
113;70;27/3/2022 00:00:00;4;2Gb DDR2;Commodore;Commodore Quante UW3;Intel Atom N455 1.66Ghz;HDD 292Gb;No tiene;Batería;Cargador;Borrado;3;Se realizó una limpieza de software, la instalación de Office 2016, limpieza de suciedad interna y externa. Se cambió la pasta térmica y se verificó el voltaje de la pila CR2032 (2,98V).;0.0000;0.0000;3500.0000;3500.0000;28/3/2022 00:00:00;3500.0000;True;
114;68;4/3/2022 00:00:00;3;16Gb DDR3;Bangho;Bangho Max G5 17 F;Intel i7-7500U 2.7Ghz;SSD Panther 480Gb;No tiene;Batería;Cargador;G1646IFZIFDC102;3;Se instaló un disco SSD Panther 480Gb. Se realizó un formateo con backup y limpieza interna y externa. Se instaló SO Windows 10 pro x64, programas básicos y algunos programas no básicos.;7200.0000;0.0000;3000.0000;10200.0000;7/3/2022 00:00:00;3000.0000;True;
115;69;4/3/2022 00:00:00;1;2Gb DDR2 GB;Asrock;Admiral;AMD Athlon;HDD 80Gb S-ata;Lectograbadora CD/DVD;Genérica 450W;Sin tapa derecha;-;3;Se realizó una limpieza interna y externa, cambio de pasta térmica y revisión de voltaje de pila. Adicionalmente se realizo una optimización de software.;0.0000;0.0000;2000.0000;2000.0000;9/3/2022 00:00:00;2000.0000;True;
116;49;9/4/2022 00:00:00;11;-;-;DVR Dahua 4 canales + 4 cámaras;-;-;-;-;-;-;2;Se realizó un cambio de DVR Dahua 4 canales por uno nuevo en la casa de la madre. Se recablearon las 4 cámaras. Se colocaron Balun RJ45. Se realizó la configuración de un DVR HiLook 8 canales para domicilio de Antonio.;15700.0000;0.0000;5000.0000;20700.0000;9/4/2022 00:00:00;5000.0000;True;
117;71;6/4/2022 00:00:00;3;4Gb DDR3;Dell A04;Dell Inspiron 15 3541;AMD APU A6-6310 Radeon R4 1.80Ghz;SSD 1Tb PNY;Lectograbadora CD/DVD;Batería;Cargador y disco HDD 500Gb WD Blue;38330681510;3;Se cambió disco HDD 500Gb WD Blue por disco SSD 1Tb PNY. Se realizó un formateo con backup (Win10 x64 Home) + programas básicos. Se compró además un cable Sata a USB para conectar disco HDD como disco externo.;14651.0000;0.0000;4000.0000;18651.0000;13/4/2022 00:00:00;4000.0000;True;
118;72;16/4/2022 00:00:00;11;-;-;HikVision DVR + 3 cámaras;-;-;-;-;-;-;2;Se realizó un cambio de baluns de video y de corriente, junto con un cambio de fuente de cámaras y un emprolijamiento de cableado detrás del DVR.;8370.0000;0.0000;3000.0000;11370.0000;16/4/2022 00:00:00;3000.0000;True;
119;14;20/4/2022 00:00:00;11;-;-;DVR HikVision 8ch + 8 cámaras;-;-;-;-;-;-;2;Se recuperó la clave de la cuenta de HikVision y se configuró la misma en 2 celulares. Se revisó el funcionamiento de DVR y se descubrió que el mismo no estaba grabando debido a que caducó el disco. Se le informó al cliente.;0.0000;0.0000;2000.0000;2000.0000;20/4/2022 00:00:00;2000.0000;True;
120;73;13/4/2022 00:00:00;6;-;-;Epson XP 241;-;-;-;-;-;X5WJ020178;3;Recuperación de cabezal de impresión. Reanufacturación de la unidad de limpieza (con tinta residual seca). Mantenimiento general. Colocación de cartuchos color nuevos (alternativos). Presupuesto aceptado el Jueves 21/04/2022.;0.0000;7765.0000;1600.0000;9365.0000;20/4/2022 00:00:00;1600.0000;True;
121;72;23/4/2022 00:00:00;11;-;-;3 cámaras Ezviz C6N + 1 cámara Ezviz C3WN;-;-;-;-;-;-;2;Se instalaron 4 cámaras Ezviz WiFi (3 son modelo C6N y otra es modelo C3WN) y se realizó la instalación eléctrica de todas ellas. Se configuraron con el WiFi existente y se dejaron funcionando correctamente.;25600.0000;0.0000;12000.0000;37600.0000;23/4/2022 00:00:00;12000.0000;True;
122;68;27/4/2022 00:00:00;3;-;-;Asus TUF Gamer;-;-;-;-;-;-;3;Se desinstaló el programa 3ds Max 2022 y se instaló la versión 2020 del mismo, junto al Vray.;0.0000;0.0000;1000.0000;1000.0000;27/4/2022 00:00:00;1000.0000;True;
123;68;29/4/2022 00:00:00;3;16Gb DDR3;Bangho;Bangho Max G5 17 F;Intel i7-7500U 2.7Ghz;SSD Panther 480Gb;No tiene;Batería;Cargador;G1646IFZIFDC102;3;Se realizó un cambio de pin de carga.;3283.0000;2000.0000;1717.0000;7000.0000;2/5/2022 00:00:00;1717.0000;True;
124;74;23/4/2022 00:00:00;12;-;-;Sony PS4 wireless original;-;-;-;-;-;-;3;Se realizó una reparación interna del mismo. Se derivó a especialista el día 27 de abril de 2022 y se retiró del mismo el día 28 de abril de 2022.;0.0000;1500.0000;1000.0000;2500.0000;30/4/2022 00:00:00;1000.0000;True;
125;75;29/4/2022 00:00:00;3;4Gb DDR3 (2 x 2Gb);BGH;Positivo BGH A490;Intel Core i5-2410M 2.30Ghz;HDD Samsung 640Gb;Lectograbadora CD/DVD;Batería;Cargador;261KQM0046;3;Se realizó la desinstalación de software Avast. Se desactivaron todos los proceso y programas de inicio automático. Se reparo la conexión de WiFi y el micrófono integrado. Servicio realizado en domicilio del cliente.;0.0000;0.0000;1000.0000;1000.0000;29/4/2022 00:00:00;1000.0000;True;
126;75;29/3/2022 00:00:00;1;4Gb DDR3 (2 x 2Gb);Biostar A55MLV;BRB Technologies;AMD APU A4-3300 With Radeon HD 2.50Ghz;HDD Western Digital Red 2Tb;Lectograbadora CD/DVD;Fuente BRB ATX 550W;Placa de red PCI-Express;-;3;Se activó Windows 10 pro x64. Se desactivaron todos los procesos y programas de inicio automático. Servicio realizado en domicilio del cliente. (Lectograbadora CD/DVD no funciona);0.0000;0.0000;1000.0000;1000.0000;29/3/2022 00:00:00;1000.0000;True;
127;38;2/5/2022 00:00:00;3;4Gb DDR3;Toshiba;Toshiba Satellite L45-B4176WM;Intel core i3-4005U 1.7Ghz;SSD 240Gb;Lectograbadora CD/DVD;Batería;Cargador;4F058627S;3;Se realizó un cambio de disco HDD Toshiba 750Gb por uno SSD PNY 240Gb. Se realizó un formateo con backup (Windows 10 x64 pro) y se instalaron programas básicos.;6565.0000;0.0000;3000.0000;9565.0000;4/5/2022 00:00:00;3000.0000;True;
128;15;3/5/2022 00:00:00;1;12Gb DDR4 (1 x 8Gb Avexir + 1 x 4Gb Adata);MSI H110M Pro-VH plus;eNova CM-8820 negro;Intel core i5-6500 3.20Ghz;SSD PNY 240Gb + HDD Seagate 1Tb;No tiene;Fuente eNova KC-DAA-500 500W;Placa de video Radeon RX550 4Gb DDR5;-;3;Se realizó una limpieza total interna y externa. Se renovó la pasta térmica. Se verificó voltaje de pila. Se agregó un disco SSD PNY 240Gb. Se instaló Windows 10 x64 pro y programas básicos.;5000.0000;0.0000;6000.0000;11000.0000;6/5/2022 00:00:00;6000.0000;True;
129;68;6/5/2022 00:00:00;11;-;-;HikVision DVR 8Ch + 8 Cámaras 1080p;-;-;-;-;-;-;2;Había una cámara que no daba video. Se revisó cableado y se localizó plug de corriente de cámara oxidado. Se reemplazó por uno nuevo y las 8 cámaras quedaron funcionando. Además se emprolijó cableados en DVR.;0.0000;0.0000;2000.0000;2000.0000;6/5/2022 00:00:00;2000.0000;True;
130;38;21/5/2022 00:00:00;11;-;-;HikVision / HiLook;-;-;-;-;-;-;2;Se reemplazó una cámara vieja de afuera, por una cámara nueva HiLook B120MC. La cámara vieja se instaló en el interior y se cableó desde cero ya que no había ninguna ahí. Además se agregó un micrófono al DVR (canal 1).;5800.0000;0.0000;4200.0000;10000.0000;21/5/2022 00:00:00;4200.0000;True;
131;75;2/6/2022 00:00:00;3;4Gb DDR3 (2 X 2Gb);BGH;Positivo BGH A490;Intel Core i5-2410M 2.30Ghz;SSD PNY CS900 240Gb;Lectograbadora CD/DVD;Batería;Cargador;261KQM0046;3;Se realizó una limpieza interna y externa y un cambio de pasta térmica. Se reemplazó disco HDD Samsung 640Gb por disco SSD PNY CS900 240Gb. Se intaló Windows 10 x64 pro con backup y programas básicos. El disco lo compró la clienta por su cuenta.;0.0000;0.0000;3500.0000;3500.0000;4/6/2022 00:00:00;3500.0000;True;
132;75;2/6/2022 00:00:00;1;4Gb DDR3 (2 x 2 Gb);Biostar A55MLV;BRB Technologies;AMD APU A4-3300 With Radeon HD 2.50Ghz;SSD PNY CS900 240Gb + HDD Western Digital Red 2Tb;Lectograbadora CD/DVD;Fuente BRB ATX 550W;Placa de red PCI-Express;-;3;Se realizó una limpieza interna y externa y un cambio de pasta térmica. Se agregó un disco SSD PNY CS900 240Gb. Se realizó un formateo con backup, se instaló Windows 10 x64 pro y programas básicos. (Lectograbadora CD/DVD no funciona). El disco nuevo lo compró la clienta por su cuenta.;0.0000;0.0000;3500.0000;3500.0000;4/6/2022 00:00:00;3500.0000;True;
133;68;30/5/2022 00:00:00;3;16Gb DDR3;Bangho;Bangho Max G5 17 F;Intel i7-7500U 2.7Ghz;SSD Panther 480Gb;-;Batería;Cargador;G1646IFZIFDC102;3;Se realizó un cambio de display.;19500.0000;0.0000;500.0000;20000.0000;6/6/2022 00:00:00;500.0000;True;
134;77;30/5/2022 00:00:00;3;3Gb DDR3;Sony;Sony Vaio VPCEA35FL;Intel Core i3 M370 2.40Ghz;SSD Kingston 240Gb;Lectograbadora CD/DVD;Batería;Cargador;27527943 3000616;3;Se realizó un cambio de disco HDD Samsung 500Gb por un disco SSD Kingston 240Gb. Se instaló Windows 10 pro x64 y programas básicos. Se realizó una limpieza interna y cambio de pasta térmica.;6600.0000;0.0000;4000.0000;10600.0000;6/6/2022 00:00:00;4000.0000;True;
135;20;8/6/2022 00:00:00;11;-;-;Kit DVR + 4 Cámaras HikVision;-;-;-;2 Fuentes 12V 5A;-;-;2;Se recableó cámara de patio trasero con UTP y 1 par de balún RJ45.;1150.0000;0.0000;1850.0000;3000.0000;8/6/2022 00:00:00;1850.0000;True;
136;63;18/6/2022 00:00:00;11;-;-;Ezviz C6N x 2 uni;-;-;-;-;-;-;2;Se instalaron 2 cámaras de seguridad Ezviz C6N (una en frente y otra en fondo) con 2 soportes CMT.BRACKET. Se agregaron a cuenta Ezviz existente.;11900.0000;4500.0000;9000.0000;25400.0000;18/6/2022 00:00:00;9000.0000;True;
137;78;18/6/2022 00:00:00;11;-;-;Ezviz C3N x 2 uni + 2 HIKMEMO128;-;-;-;-;-;-;2;Se instalaron 2 cámaras Ezviz C3N con 2 Memorias micro SD HikVision de 128Gb cada una. Se creó nueva cuenta de Ezviz.;25400.0000;5000.0000;10000.0000;40400.0000;18/6/2022 00:00:00;10000.0000;True;
138;79;21/6/2022 00:00:00;1;8Gb DDR4 2666Mhz Crucial;Asus Prime B450M-A II AM4;Sentey J10;AMD Ryzen 5 Pro 4650G 4.2Ghz AM4;SSD 480Gb;No tiene;Fuente LNZ PX550-FS 550W;Combo mouse y teclado Logitech MK235;-;1;Se realizó el armado de los componentes y la posterior instalación del sistema operativo (Windows 10 pro x64) y programas básicos.;65619.0000;0.0000;4956.0000;70575.0000;21/6/2022 00:00:00;4956.0000;True;
139;49;25/6/2022 00:00:00;3;6Gb DDR3 (1x2Gb + 1x4Gb);Bangho;Bangho Futura 1500 B251XHU;Intel core i3-2330M 2.20Ghz;SSD Gigabyte 240Gb;Lectograbadora CD/DVD;Batería;Cargador;220272;3;Se realizó un cambio de disco HDD Seagate 1Tb por un disco SSD Gigabyte 240Gb. Se realizó la instalación de Windows 10 pro x64 y programas básicos con backup. Se realizó una limpieza interna y externa.;4400.0000;0.0000;4000.0000;8400.0000;27/6/2022 00:00:00;4000.0000;True;
140;87;6/7/2022 00:00:00;1;16Gb (2 x 8Gb) aDATA XPG 3600Mhz DDR4;Asus Prime B550M-K AM4 DDR4;Sentey K20 Lite Gamer;AMD Ryzen 5 5600X 4.6Ghz;SSD aDATA XPG 512Gb M.2;No tiene;Fuente Redragon RGPS-600W;Placa de video Gigabyte GeForce GTX 1660 6Gb GDDR5;-;1;Se realizó el armado de los componentes y la instalación del sistema operativo (Windows 10 pro x64) junto a los programas básicos.;0.0000;0.0000;6000.0000;6000.0000;7/7/2022 00:00:00;6000.0000;True;
141;116;12/7/2022 00:00:00;1;8Gb DDR3 1600Mhz MarkVision (2 x 4Gb);MSI A68HM-E33 V2;Noga negro;AMD A8-7650K 3.30Ghz con Radeon R7;SSD 240Gb Colorful Sata + HDD 1Tb WD blue Sata;Lectograbadora CD/DVD;Fuente Sentey BXP600LS 600W;Video Nvidia GeForce GTX 1050Ti 4Gb DDR5;-;3;Se agregaron 2 modulos de RAM de 4Gb cada uno, un disco SSD de 240Gb Colorful y una placa de video Nvidia GeForce GTX1050Ti 4Gb DDR5. Se realizó la instalación de Windows 10 pro x64 con backup y programas básicos + 4 juegos descargados de plataforma;63000.0000;0.0000;6000.0000;69000.0000;13/7/2022 00:00:00;6000.0000;True;
142;86;18/7/2022 00:00:00;3;4Gb DDR4 1866Mhz (x 1);HP;HP 14cm-0045la;AMD A4-9125 2.30Ghz con gráficos Radeon R3;SSD 64Gb emmc;No tiene;Batería interna;Cargador;5CG9526XQM;3;Se desinstaló el software innecesario (antivirus, etc). Se instaló el paquete office (Excel, Power Point y Word). Se realizó la activación del sistema operativo y el paquete office. Se realizó una limpieza interna y externa del equipo, junto a un cambio de pasta térmica.;0.0000;0.0000;2000.0000;2000.0000;25/7/2022 00:00:00;2000.0000;True;
143;81;29/7/2022 00:00:00;4;2Gb DDR3 (x 1);Toshiba;Toshiba NB505;Intel atom N455 1.66Ghz;SSD 120Gb Colorful;No tiene;Batería (en mal estado);Cargador;6B291812K;3;Se realizó una limpieza interna completa, con cambio de pasta térmica y revisión de pila (ok). Se instaló un SSD Colorful 120Gb y Windows 7 ultimate x64 junto con los drivers y programas básicos. Se realizó también una limpieza externa.;4217.0000;0.0000;5983.0000;10200.0000;6/8/2022 00:00:00;5983.0000;True;
144;82;26/7/2022 00:00:00;3;4Gb DDR3 1333Mhz (x 1 uni);Asus;Asus K53E;Intel core i3-2350M 2.30Ghz;SSD Patriot Burst 240Gb;Lectograbadora CD/DVD;Batería;Cargador;4968;3;Se realizó un cambio de teclado. Se reemplazo un HDD Hitachi 500Gb por un SSD Patriot Burst 240Gb. Se instaló windows 10 pro x64 y programas básicos. Se realizó una limpieza interna y cambio de pasta térmica.;11412.0000;0.0000;5072.0000;16484.0000;17/8/2022 00:00:00;5072.0000;True;
145;38;12/8/2022 00:00:00;11;-;-;DVR HikVision + 7 cámaras;-;-;-;2 x 12V 5A (1-7), 1 x 12V 2A (8), 1 x 12V 2A (mic);-;-;2;Se realizó la migración a la aplicación EzViz en celulares y computadoras. También se reemplazo la fuente vieja de 12V 5A de las cámaras 1 a 7, por una nueva de iguales características.;2000.0000;0.0000;2000.0000;4000.0000;12/8/2022 00:00:00;2000.0000;True;
146;83;3/8/2022 00:00:00;1;16Gb DDR3 1600Mhz Kingston HyperX (2 x 8Gb);Asus M5A78L-M/USB3;Sin marca color negro;AMD Bulldozer FX-8320 3.20Ghz;SSD Colorful 240Gb / HDD Hitachi 466Gb;Lectograbadora CD/DVD;Fuente EMP Electronics ATX700 700W;Video Nvidia GeForce GTX 1050 2Gb DDR5;-;3;Se realizó una limpieza completa. Se cambió la pasta térmica. Se reviso pila. Se reparó cable 12v de P4 (apretado por disipador). Se agregó un SSD Colorful 240Gb. Se realizó un formateo con backup, se instaló Windows 10 pro x64 y programas básicos. Falta la tapa metálica para sostener agregados PCI Express. Se entrega el equipo con un precinto en la placa de video para sostener la misma por falta de la chapa correspodiente.;6100.0000;0.0000;6500.0000;12600.0000;15/8/2022 00:00:00;6500.0000;True;
147;84;15/8/2022 00:00:00;1;2Gb DDR3 1333Mhz;HP;HP Slim negro;Intel Pentium E5800 3.2Ghz;SSD Western Digital Green 240Gb;Lectograbadora CD/DVD;HP Slim;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
148;84;15/8/2022 00:00:00;1;6Gb DDR3 1333Mhz;Asus H61M-K;Admiral Slim negro;Intel Core i5-3330 3Ghz;HDD Seagate 1Tb + SSD Corsair 120Gb;Lectograbadora CD/DVD;Sentey BCP-450W Slim;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
149;84;15/8/2022 00:00:00;1;8Gb DDR4 2133Mhz;Gigabyte H110M-H;Kelyx negro;Intel Core i5-7400 3Ghz;SSD Kingston 1Tb;Lectograbadora CD/DVD;Kelyx ATX 500W;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
150;84;15/8/2022 00:00:00;1;6Gb DDR3 1333Mhz;Gigabyte GA-H61M-DS2;OverCase negro;Intel Pentium G630 2.70Ghz;SSD Kingston 240Gb;Lectograbadora CD/DVD;Sentey BXP65-0R 650W;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
151;84;15/8/2022 00:00:00;1;4Gb DDR2 667Mhz;Asus M2N68-AM SE2;Bangho negro;AMD Athlon 64 x2;HDD Western Digital Blue 1Tb;Lectograbadora CD/DVD;Sentey XCP630-TS 630W;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 7 ultimate x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
152;84;15/8/2022 00:00:00;1;2Gb DDR3 1333Mhz;Gigabyte GA-H61M-DS2;OverCase negro;Intel Pentium G630 2.70Ghz;HDD Western Digital Blue 500Gb;Lectograbadora CD/DVD;OverCase ATX 500W;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
153;84;15/8/2022 00:00:00;1;2Gb DDR3 1333Mhz;HP HiG41-uATX;HP 500B MT Negro;Intel Pentium E5800 3.2Ghz;HDD Samsung 500Gb;Lectograbadora CD/DVD;HP 300W;-;-;3;Limpieza completa, cambio de pasta térmica y formateo sin backup. Se instaló Windows 10 pro x64 y programas básicos;0.0000;0.0000;4000.0000;4000.0000;20/8/2022 00:00:00;4000.0000;True;
154;15;12/8/2022 00:00:00;6;-;-;Epson stylus TX-135;-;-;-;Cable power 8;Sistema contínuo;NBHZ170860;3;Se limpiaron las almohadillas y se reseteó la memoria eeprom.;0.0000;1000.0000;1500.0000;2500.0000;25/8/2022 00:00:00;1500.0000;True;
155;85;6/9/2022 00:00:00;3;16Gb DDR4 3200Mhz;Lenovo;Lenovo Yoga slim 7;Intel i7-1165G7 2.8Ghz con gráficos IrisXe;SSD Samsung 477Gb;No tiene;Batería;Cargardor;LT10DXDG;3;Se realizó una limpieza de software y se instalaron los siguientes programas: Office 2019 (Word, Excel, PowerPoint y OneNote), Photoshop 20, VLC 2017, Chrome, TeamViewer, Visual C++, Silverlight y Winrar. ;0.0000;0.0000;3000.0000;3000.0000;7/9/2022 00:00:00;3000.0000;True;
156;86;16/9/2022 00:00:00;3;4Gb DDR3 (2 x 4Gb);Samsung;Samsung NP300E5C;Intel Celeron B815 1.60Ghz;SSD 240Gb;Lectograbadora CD/DVD;Batería;Cargador;MW2P98BCB00934R;3;Se realizó un cambio de disco HDD 465Gb por un disco SSD 240Gb. Se instaló Windows 10 pro x64 con programas básicos. Se realizó una limpieza interna y externa y se cambió la pasta térmica.;5000.0000;0.0000;4000.0000;9000.0000;27/9/2022 00:00:00;4000.0000;True;
157;67;23/9/2022 00:00:00;1;8Gb DDR3 933Mhz (1 x 8Gb);Asus M5A97 R2.0;Sentey GS-6008;AMD FX-6300 3.50Ghz;SSD Kingston 120Gb Sata + HDD Seagate 466Gb Sata;Lectograbadora CD/DVD;Fuente Sentey BXP65-OR 650W;Video NVidia GeForce GTX 750 Ti 2Gb GDDR5;-;3;Se realizó una limpieza completa. Se cambió la pasta térmica del microprocesador y de la placa de video. Se verificó la pila. Se realizó un formateo con backup. Se instaló Windows 10 pro x64 y programas básicos.;0.0000;0.0000;8000.0000;8000.0000;25/9/2022 00:00:00;8000.0000;True;
158;87;24/9/2022 00:00:00;1;16Gb (2 x 8Gb) aDATA XPG 3600Mhz DDR4;Asus Prime B550M-K AM4 DDR4;Sentey K20 Lite Gamer;AMD Ryzen 5 5600X 4.6Ghz;SSD aDATA XPG 512Gb M.2;No tiene;Fuente Redragon RGPS-600W;Placa de video Gigabyte GeForce GTX 1660 6Gb GDDR5;-;3;Se instalaron las últimas actualizaciones de Windows 10 y se actualizó el driver de la placa de video. Se realizó una comprobación de errores, una optimización y una liberación de espacio del disco SSD principal. Se borraron archivos temporales.;0.0000;0.0000;500.0000;500.0000;26/9/2022 00:00:00;500.0000;True;
159;86;27/9/2022 00:00:00;4;2Gb DDR3 Samsung;Samsung;Samsung NP-NC110;Intel atom N570 1.66Ghz;HDD 297Gb;No tiene;Batería;Cargador;BA68-06881G10;3;Se realizó un cambio de pila, cambio de pasta térmica, limpieza interna y externa. También se realizó un formateo con backup, se instaló Windows 7 ultimate x86 con programas básicos.;1000.0000;0.0000;4000.0000;5000.0000;4/10/2022 00:00:00;4000.0000;True;
160;63;3/10/2022 00:00:00;3;4Gb DDR3 Kingston (2 x 2Gb);Toshiba;Toshiba Satellite C855-S5133;Intel core i3-2348M 2.30Ghz;SSD Kingston 480Gb;Lectograbadora CD/DVD;Batería (en mal estado);Cargador;4D201798Q;3;Se realizó una limpieza interna y cambio de pasta térmica. Se reemplazó un disco HDD 500Gb por un SSD Kingston 480Gb. Se instaló Windows 10 pro x64 y programas básicos con backup.;7500.0000;0.0000;4000.0000;11500.0000;5/10/2022 00:00:00;4000.0000;True;
161;86;11/10/2022 00:00:00;11;-;-;Ezviz C3TN wifi 1080p;-;-;-;12V 2A (1 x cámara);-;-;2;Se realizó la instalación de 2 cámaras de seguridad Ezviz C3TN wifi 1080p. También se realizó la instalación eléctrica de ambas cámaras. Se colocó un TpLink RE200 para extender la señal wifi al quincho y frente de la casa.;27500.0000;0.0000;8500.0000;36000.0000;11/10/2022 00:00:00;8500.0000;True;
162;63;14/10/2022 00:00:00;3;6Gb DDR3 Samsung 1600Mhz (1x2Gb + 1x4Gb);Asus;Asus N56V;Intel core i5-3230M 2.6Ghz;SSD Teamgroup 480Gb;Lectograbadora CD/DVD;Batería;Cargador;D7N0BC02819928A;3;Se realizó un cambio de disco HDD WD Black 500Gb por un SSD Teamgroup 480Gb. Se instaló Windows 10 pro x64 y programas básicos. Además se instalaron: Autocad 2021, Archicad 24 y Sketchup 2021. Se realizó backup de disco original.;7800.0000;0.0000;4000.0000;11800.0000;16/10/2022 00:00:00;4000.0000;True;
